000001.SZ,平安银行,
时间,卖1价,买1价
Time,ask1,bid1
2019-04-29 09:59:30,13.980,13.970
2019-04-29 09:59:33,13.980,13.970
2019-04-29 09:59:36,13.980,13.970
2019-04-29 09:59:39,13.970,13.960
2019-04-29 09:59:42,13.970,13.960
2019-04-29 09:59:45,13.970,13.960
2019-04-29 09:59:48,13.970,13.960
2019-04-29 09:59:51,13.980,13.970
2019-04-29 09:59:54,13.980,13.950
2019-04-29 09:59:57,13.980,13.970
2019-04-29 10:00:00,13.990,13.980
2019-04-29 10:00:03,14.000,13.980
2019-04-29 10:00:06,14.020,13.990
2019-04-29 10:00:09,14.020,14.000
2019-04-29 10:00:12,14.020,14.000
2019-04-29 10:00:15,14.030,14.000
2019-04-29 10:00:18,14.020,14.000
2019-04-29 10:00:21,14.010,14.000
2019-04-29 10:00:24,14.020,14.010
2019-04-29 10:00:27,14.020,14.010
2019-04-29 10:00:30,14.020,14.010
2019-04-29 10:00:33,14.020,14.010
2019-04-29 10:00:36,14.020,14.010
2019-04-29 10:00:39,14.020,14.010
2019-04-29 10:00:42,14.020,14.010
2019-04-29 10:00:45,14.010,14.000
2019-04-29 10:00:48,14.020,14.010
2019-04-29 10:00:51,14.020,14.010
2019-04-29 10:00:54,14.020,14.010
2019-04-29 10:00:57,14.020,14.010
2019-04-29 10:01:00,14.020,13.990
2019-04-29 10:01:03,14.010,13.980
2019-04-29 10:01:06,14.010,14.000
2019-04-29 10:01:09,14.010,14.000
2019-04-29 10:01:12,14.020,14.000
2019-04-29 10:01:15,14.020,14.000
2019-04-29 10:01:18,14.010,14.000
2019-04-29 10:01:21,14.010,14.000
2019-04-29 10:01:24,14.020,14.000
2019-04-29 10:01:27,14.020,14.010
2019-04-29 10:01:30,14.020,14.010
2019-04-29 10:01:33,14.020,14.010
2019-04-29 10:01:36,14.040,14.020
2019-04-29 10:01:39,14.020,13.990
2019-04-29 10:01:42,14.020,13.990
2019-04-29 10:01:45,14.020,14.000
2019-04-29 10:01:48,14.020,13.990
2019-04-29 10:01:51,14.000,13.990
2019-04-29 10:01:54,14.010,14.000
2019-04-29 10:01:57,14.020,14.000
2019-04-29 10:02:00,14.020,14.000
2019-04-29 10:02:03,14.020,14.010
2019-04-29 10:02:06,14.020,14.010
2019-04-29 10:02:09,14.020,14.010
2019-04-29 10:02:12,14.020,14.010
2019-04-29 10:02:15,14.030,14.020
2019-04-29 10:02:18,14.030,14.020
2019-04-29 10:02:21,14.030,14.020
2019-04-29 10:02:24,14.030,14.020
2019-04-29 10:02:27,14.030,14.020
2019-04-29 10:02:30,14.040,14.030
2019-04-29 10:02:33,14.040,14.030
2019-04-29 10:02:36,14.040,14.030
2019-04-29 10:02:39,14.040,14.020
2019-04-29 10:02:42,14.030,14.020
2019-04-29 10:02:45,14.030,14.020
2019-04-29 10:02:48,14.030,14.020
2019-04-29 10:02:51,14.030,14.020
2019-04-29 10:02:54,14.030,14.020
2019-04-29 10:02:57,14.040,14.020
2019-04-29 10:03:00,14.040,14.030
2019-04-29 10:03:03,14.040,14.030
2019-04-29 10:03:06,14.040,14.030
2019-04-29 10:03:09,14.040,14.030
2019-04-29 10:03:12,14.040,14.030
2019-04-29 10:03:15,14.040,14.030
2019-04-29 10:03:18,14.040,14.030
2019-04-29 10:03:21,14.040,14.030
2019-04-29 10:03:24,14.040,14.030
2019-04-29 10:03:27,14.040,14.030
2019-04-29 10:03:30,14.040,14.030
2019-04-29 10:03:33,14.040,14.030
2019-04-29 10:03:36,14.040,14.030
2019-04-29 10:03:39,14.040,14.030
2019-04-29 10:03:42,14.040,14.030
2019-04-29 10:03:45,14.030,14.020
2019-04-29 10:03:48,14.030,14.020
2019-04-29 10:03:51,14.030,14.020
2019-04-29 10:03:54,14.030,14.020
2019-04-29 10:03:57,14.030,14.020
2019-04-29 10:04:00,14.040,14.030
2019-04-29 10:04:03,14.040,14.030
2019-04-29 10:04:06,14.040,14.030
2019-04-29 10:04:09,14.040,14.030
2019-04-29 10:04:12,14.040,14.030
2019-04-29 10:04:15,14.040,14.030
2019-04-29 10:04:18,14.040,14.030
2019-04-29 10:04:21,14.040,14.030
2019-04-29 10:04:24,14.040,14.030
2019-04-29 10:04:27,14.040,14.030
2019-04-29 10:04:30,14.040,14.030
2019-04-29 10:04:33,14.040,14.030
2019-04-29 10:04:36,14.040,14.030
2019-04-29 10:04:39,14.040,14.030
2019-04-29 10:04:42,14.040,14.030
2019-04-29 10:04:45,14.040,14.030
2019-04-29 10:04:48,14.040,14.030
2019-04-29 10:04:51,14.040,14.030
2019-04-29 10:04:54,14.040,14.030
2019-04-29 10:04:57,14.040,14.030
2019-04-29 10:05:00,14.040,14.030
2019-04-29 10:05:03,14.050,14.040
2019-04-29 10:05:06,14.050,14.040
2019-04-29 10:05:09,14.040,14.030
2019-04-29 10:05:12,14.040,14.030
2019-04-29 10:05:15,14.040,14.030
2019-04-29 10:05:18,14.040,14.030
2019-04-29 10:05:21,14.040,14.030
2019-04-29 10:05:24,14.040,14.030
2019-04-29 10:05:27,14.040,14.030
2019-04-29 10:05:30,14.040,14.030
2019-04-29 10:05:33,14.040,14.030
2019-04-29 10:05:36,14.040,14.030
2019-04-29 10:05:39,14.040,14.030
2019-04-29 10:05:42,14.040,14.030
2019-04-29 10:05:45,14.040,14.030
2019-04-29 10:05:48,14.040,14.030
2019-04-29 10:05:51,14.040,14.030
2019-04-29 10:05:54,14.040,14.030
2019-04-29 10:05:57,14.040,14.030
2019-04-29 10:06:00,14.040,14.030
2019-04-29 10:06:03,14.040,14.030
2019-04-29 10:06:06,14.040,14.030
2019-04-29 10:06:09,14.030,14.020
2019-04-29 10:06:12,14.040,14.030
2019-04-29 10:06:15,14.040,14.030
2019-04-29 10:06:18,14.040,14.030
2019-04-29 10:06:21,14.040,14.030
2019-04-29 10:06:24,14.040,14.030
2019-04-29 10:06:27,14.040,14.030
2019-04-29 10:06:30,14.040,14.030
2019-04-29 10:06:33,14.050,14.040
2019-04-29 10:06:36,14.050,14.040
2019-04-29 10:06:39,14.040,14.030
2019-04-29 10:06:42,14.050,14.040
2019-04-29 10:06:45,14.050,14.040
2019-04-29 10:06:48,14.050,14.040
2019-04-29 10:06:51,14.050,14.040
2019-04-29 10:06:54,14.050,14.040
2019-04-29 10:06:57,14.050,14.040
2019-04-29 10:07:00,14.050,14.040
2019-04-29 10:07:03,14.050,14.040
2019-04-29 10:07:06,14.050,14.040
2019-04-29 10:07:09,14.050,14.040
2019-04-29 10:07:12,14.050,14.040
2019-04-29 10:07:15,14.050,14.040
2019-04-29 10:07:18,14.050,14.040
2019-04-29 10:07:21,14.050,14.040
2019-04-29 10:07:24,14.050,14.040
2019-04-29 10:07:27,14.050,14.040
2019-04-29 10:07:30,14.050,14.040
2019-04-29 10:07:33,14.060,14.050
2019-04-29 10:07:36,14.050,14.040
2019-04-29 10:07:39,14.050,14.040
2019-04-29 10:07:42,14.050,14.030
2019-04-29 10:07:45,14.040,14.030
2019-04-29 10:07:48,14.050,14.040
2019-04-29 10:07:51,14.040,14.030
2019-04-29 10:07:54,14.050,14.030
2019-04-29 10:07:57,14.050,14.040
2019-04-29 10:08:00,14.050,14.040
2019-04-29 10:08:03,14.050,14.030
2019-04-29 10:08:06,14.040,14.030
2019-04-29 10:08:09,14.050,14.040
2019-04-29 10:08:12,14.040,14.030
2019-04-29 10:08:15,14.050,14.040
2019-04-29 10:08:18,14.050,14.030
2019-04-29 10:08:21,14.040,14.030
2019-04-29 10:08:24,14.040,14.030
2019-04-29 10:08:27,14.050,14.040
2019-04-29 10:08:30,14.050,14.040
2019-04-29 10:08:33,14.050,14.040
2019-04-29 10:08:36,14.050,14.040
2019-04-29 10:08:39,14.050,14.040
2019-04-29 10:08:42,14.050,14.040
2019-04-29 10:08:45,14.050,14.040
2019-04-29 10:08:48,14.050,14.040
2019-04-29 10:08:51,14.040,14.030
2019-04-29 10:08:54,14.040,14.030
2019-04-29 10:08:57,14.040,14.030
2019-04-29 10:09:00,14.050,14.040
2019-04-29 10:09:03,14.050,14.040
2019-04-29 10:09:06,14.050,14.040
2019-04-29 10:09:09,14.050,14.040
2019-04-29 10:09:12,14.050,14.040
2019-04-29 10:09:15,14.050,14.040
2019-04-29 10:09:18,14.050,14.040
2019-04-29 10:09:21,14.050,14.040
2019-04-29 10:09:24,14.050,14.040
2019-04-29 10:09:27,14.040,14.030
2019-04-29 10:09:30,14.040,14.030
2019-04-29 10:09:33,14.040,14.030
2019-04-29 10:09:36,14.040,14.030
2019-04-29 10:09:39,14.040,14.030
2019-04-29 10:09:42,14.040,14.030
2019-04-29 10:09:45,14.040,14.030
2019-04-29 10:09:48,14.040,14.030
2019-04-29 10:09:51,14.030,14.010
2019-04-29 10:09:54,14.030,14.020
2019-04-29 10:09:57,14.030,14.020
2019-04-29 10:10:00,14.040,14.020
2019-04-29 10:10:03,14.030,14.020
2019-04-29 10:10:06,14.030,14.020
2019-04-29 10:10:09,14.030,14.020
2019-04-29 10:10:12,14.030,14.020
2019-04-29 10:10:15,14.030,14.020
2019-04-29 10:10:18,14.030,14.020
2019-04-29 10:10:21,14.030,14.020
2019-04-29 10:10:24,14.030,14.020
2019-04-29 10:10:27,14.030,14.020
2019-04-29 10:10:30,14.030,14.020
2019-04-29 10:10:33,14.030,14.020
2019-04-29 10:10:36,14.030,14.020
2019-04-29 10:10:39,14.030,14.020
2019-04-29 10:10:42,14.030,14.020
2019-04-29 10:10:45,14.030,14.020
2019-04-29 10:10:48,14.030,14.020
2019-04-29 10:10:51,14.030,14.020
2019-04-29 10:10:54,14.030,14.020
2019-04-29 10:10:57,14.030,14.020
2019-04-29 10:11:00,14.030,14.020
2019-04-29 10:11:03,14.030,14.020
2019-04-29 10:11:06,14.030,14.020
2019-04-29 10:11:09,14.020,14.010
2019-04-29 10:11:12,14.030,14.020
2019-04-29 10:11:15,14.030,14.020
2019-04-29 10:11:18,14.030,14.020
2019-04-29 10:11:21,14.030,14.020
2019-04-29 10:11:24,14.030,14.020
2019-04-29 10:11:27,14.000,13.990
2019-04-29 10:11:30,14.000,13.990
2019-04-29 10:11:33,14.000,13.990
2019-04-29 10:11:36,14.000,13.990
2019-04-29 10:11:39,14.000,13.990
2019-04-29 10:11:42,14.000,13.990
2019-04-29 10:11:45,13.990,13.980
2019-04-29 10:11:48,13.990,13.980
2019-04-29 10:11:51,13.990,13.980
2019-04-29 10:11:54,13.990,13.980
2019-04-29 10:11:57,13.990,13.980
2019-04-29 10:12:00,14.000,13.980
2019-04-29 10:12:03,13.990,13.980
2019-04-29 10:12:06,13.990,13.980
2019-04-29 10:12:09,14.000,13.990
2019-04-29 10:12:12,14.000,13.990
2019-04-29 10:12:15,14.010,13.990
2019-04-29 10:12:18,14.020,14.000
2019-04-29 10:12:21,14.020,14.000
2019-04-29 10:12:24,14.020,14.000
2019-04-29 10:12:27,14.020,14.000
2019-04-29 10:12:30,14.020,14.000
2019-04-29 10:12:33,14.020,14.000
2019-04-29 10:12:36,14.020,13.990
2019-04-29 10:12:39,14.020,14.010
2019-04-29 10:12:42,14.020,14.010
2019-04-29 10:12:45,14.020,14.010
2019-04-29 10:12:48,14.020,14.010
2019-04-29 10:12:51,14.020,14.010
2019-04-29 10:12:54,14.020,14.010
2019-04-29 10:12:57,14.020,14.010
2019-04-29 10:13:00,14.020,14.010
2019-04-29 10:13:03,14.030,14.020
2019-04-29 10:13:06,14.030,14.020
2019-04-29 10:13:09,14.030,14.020
2019-04-29 10:13:12,14.030,14.020
2019-04-29 10:13:15,14.030,14.020
2019-04-29 10:13:18,14.030,14.020
2019-04-29 10:13:21,14.030,14.020
2019-04-29 10:13:24,14.030,14.020
2019-04-29 10:13:27,14.030,14.020
2019-04-29 10:13:30,14.030,14.020
2019-04-29 10:13:33,14.030,14.020
2019-04-29 10:13:36,14.030,14.020
2019-04-29 10:13:39,14.030,14.020
2019-04-29 10:13:42,14.030,14.020
2019-04-29 10:13:45,14.030,14.020
2019-04-29 10:13:48,14.030,14.020
2019-04-29 10:13:51,14.030,14.020
2019-04-29 10:13:54,14.030,14.020
2019-04-29 10:13:57,14.030,14.020
2019-04-29 10:14:00,14.030,14.020
2019-04-29 10:14:03,14.030,14.020
2019-04-29 10:14:06,14.030,14.020
2019-04-29 10:14:09,14.030,14.020
2019-04-29 10:14:12,14.030,14.020
2019-04-29 10:14:15,14.030,14.020
2019-04-29 10:14:18,14.030,14.020
2019-04-29 10:14:21,14.030,14.020
2019-04-29 10:14:24,14.030,14.020
2019-04-29 10:14:27,14.030,14.020
2019-04-29 10:14:30,14.030,14.020
2019-04-29 10:14:33,14.030,14.020
2019-04-29 10:14:36,14.030,14.020
2019-04-29 10:14:39,14.030,14.020
2019-04-29 10:14:42,14.030,14.010
2019-04-29 10:14:45,14.030,14.010
2019-04-29 10:14:48,14.020,14.010
2019-04-29 10:14:51,14.030,14.010
2019-04-29 10:14:54,14.030,14.020
2019-04-29 10:14:57,14.030,14.010
2019-04-29 10:15:00,14.030,14.010
2019-04-29 10:15:03,14.020,14.010
2019-04-29 10:15:06,14.030,14.020
2019-04-29 10:15:09,14.030,14.020
2019-04-29 10:15:12,14.030,14.020
2019-04-29 10:15:15,14.030,14.020
2019-04-29 10:15:18,14.020,14.010
2019-04-29 10:15:21,14.030,14.020
2019-04-29 10:15:24,14.030,14.020
2019-04-29 10:15:27,14.030,14.020
2019-04-29 10:15:30,14.030,14.020
2019-04-29 10:15:33,14.030,14.020
2019-04-29 10:15:36,14.030,14.020
2019-04-29 10:15:39,14.020,14.010
2019-04-29 10:15:42,14.020,14.010
2019-04-29 10:15:45,14.020,14.010
2019-04-29 10:15:48,14.020,14.010
2019-04-29 10:15:51,14.020,14.010
2019-04-29 10:15:54,14.020,14.010
2019-04-29 10:15:57,14.020,14.010
2019-04-29 10:16:00,14.020,14.010
2019-04-29 10:16:03,14.020,14.010
2019-04-29 10:16:06,14.020,14.010
2019-04-29 10:16:09,14.020,14.010
2019-04-29 10:16:12,14.020,14.010
2019-04-29 10:16:15,14.020,14.010
2019-04-29 10:16:18,14.020,14.010
2019-04-29 10:16:21,14.020,14.010
2019-04-29 10:16:24,14.020,14.010
2019-04-29 10:16:27,14.020,14.010
2019-04-29 10:16:30,14.010,14.000
2019-04-29 10:16:33,14.010,14.000
2019-04-29 10:16:36,14.010,14.000
2019-04-29 10:16:39,14.010,14.000
2019-04-29 10:16:42,14.010,14.000
2019-04-29 10:16:45,14.010,14.000
2019-04-29 10:16:48,14.010,14.000
2019-04-29 10:16:51,14.020,14.000
2019-04-29 10:16:54,14.020,14.010
2019-04-29 10:16:57,14.020,14.010
2019-04-29 10:17:00,14.000,13.990
2019-04-29 10:17:03,14.020,14.000
2019-04-29 10:17:06,14.020,14.010
2019-04-29 10:17:09,13.990,13.980
2019-04-29 10:17:12,13.990,13.980
2019-04-29 10:17:15,14.010,13.990
2019-04-29 10:17:18,14.010,14.000
2019-04-29 10:17:21,14.010,14.000
2019-04-29 10:17:24,14.010,14.000
2019-04-29 10:17:27,14.010,14.000
2019-04-29 10:17:30,14.010,14.000
2019-04-29 10:17:33,14.010,14.000
2019-04-29 10:17:36,14.010,14.000
2019-04-29 10:17:39,14.010,14.000
2019-04-29 10:17:42,14.010,14.000
2019-04-29 10:17:45,14.010,14.000
2019-04-29 10:17:48,14.010,14.000
2019-04-29 10:17:51,14.010,14.000
2019-04-29 10:17:54,14.000,13.990
2019-04-29 10:17:57,14.000,13.990
2019-04-29 10:18:00,14.000,13.990
2019-04-29 10:18:03,14.000,13.990
2019-04-29 10:18:06,14.000,13.990
2019-04-29 10:18:09,13.990,13.980
2019-04-29 10:18:12,14.000,13.990
2019-04-29 10:18:15,14.000,13.990
2019-04-29 10:18:18,14.000,13.990
2019-04-29 10:18:21,14.010,14.000
2019-04-29 10:18:24,14.000,13.990
2019-04-29 10:18:27,14.000,13.990
2019-04-29 10:18:30,14.010,14.000
2019-04-29 10:18:33,14.010,14.000
2019-04-29 10:18:36,14.010,14.000
2019-04-29 10:18:39,14.010,14.000
2019-04-29 10:18:42,14.010,14.000
2019-04-29 10:18:45,14.020,14.010
2019-04-29 10:18:48,14.020,14.010
2019-04-29 10:18:51,14.020,14.010
2019-04-29 10:18:54,14.020,14.010
2019-04-29 10:18:57,14.020,14.010
2019-04-29 10:19:00,14.020,14.010
2019-04-29 10:19:03,14.020,14.010
2019-04-29 10:19:06,14.010,14.000
2019-04-29 10:19:09,14.010,14.000
2019-04-29 10:19:12,14.010,14.000
2019-04-29 10:19:15,14.010,14.000
2019-04-29 10:19:18,14.010,14.000
2019-04-29 10:19:21,14.010,14.000
2019-04-29 10:19:24,14.010,14.000
2019-04-29 10:19:27,14.010,14.000
2019-04-29 10:19:30,14.010,14.000
2019-04-29 10:19:33,14.010,14.000
2019-04-29 10:19:36,14.010,14.000
2019-04-29 10:19:39,14.010,14.000
2019-04-29 10:19:42,14.010,14.000
2019-04-29 10:19:45,14.010,14.000
2019-04-29 10:19:48,14.010,14.000
2019-04-29 10:19:51,14.010,14.000
2019-04-29 10:19:54,14.010,14.000
2019-04-29 10:19:57,14.010,14.000
2019-04-29 10:20:00,14.010,14.000
2019-04-29 10:20:03,14.010,14.000
2019-04-29 10:20:06,14.010,14.000
2019-04-29 10:20:09,14.000,13.990
2019-04-29 10:20:12,14.000,13.990
2019-04-29 10:20:15,14.000,13.990
2019-04-29 10:20:18,14.000,13.990
2019-04-29 10:20:21,14.000,13.990
2019-04-29 10:20:24,14.000,13.990
2019-04-29 10:20:27,14.000,13.990
2019-04-29 10:20:30,14.000,13.990
2019-04-29 10:20:33,14.000,13.990
2019-04-29 10:20:36,14.000,13.990
2019-04-29 10:20:39,14.010,13.990
2019-04-29 10:20:42,14.000,13.990
2019-04-29 10:20:45,14.000,13.990
2019-04-29 10:20:48,14.000,13.990
2019-04-29 10:20:51,14.010,14.000
2019-04-29 10:20:54,14.010,14.000
2019-04-29 10:20:57,14.010,14.000
2019-04-29 10:21:00,14.010,14.000
2019-04-29 10:21:03,14.010,14.000
2019-04-29 10:21:06,14.010,14.000
2019-04-29 10:21:09,14.010,14.000
2019-04-29 10:21:12,14.010,14.000
2019-04-29 10:21:15,14.010,14.000
2019-04-29 10:21:18,14.010,14.000
2019-04-29 10:21:21,14.010,14.000
2019-04-29 10:21:24,14.010,13.990
2019-04-29 10:21:27,14.000,13.990
2019-04-29 10:21:30,14.010,13.990
2019-04-29 10:21:33,14.010,13.990
2019-04-29 10:21:36,14.010,13.990
2019-04-29 10:21:39,14.000,13.990
2019-04-29 10:21:42,13.990,13.980
2019-04-29 10:21:45,13.990,13.980
2019-04-29 10:21:48,14.000,13.980
2019-04-29 10:21:51,14.000,13.980
2019-04-29 10:21:54,14.000,13.990
2019-04-29 10:21:57,13.990,13.980
2019-04-29 10:22:00,13.990,13.980
2019-04-29 10:22:03,14.000,13.980
2019-04-29 10:22:06,13.990,13.980
2019-04-29 10:22:09,13.990,13.980
2019-04-29 10:22:12,14.000,13.990
2019-04-29 10:22:15,14.000,13.990
2019-04-29 10:22:18,14.000,13.980
2019-04-29 10:22:21,13.990,13.980
2019-04-29 10:22:24,13.990,13.980
2019-04-29 10:22:27,13.990,13.980
2019-04-29 10:22:30,13.980,13.970
2019-04-29 10:22:33,13.990,13.980
2019-04-29 10:22:36,14.000,13.990
2019-04-29 10:22:39,14.000,13.990
2019-04-29 10:22:42,13.990,13.980
2019-04-29 10:22:45,13.990,13.980
2019-04-29 10:22:48,13.990,13.980
2019-04-29 10:22:51,13.970,13.960
2019-04-29 10:22:54,13.970,13.960
2019-04-29 10:22:57,13.970,13.960
2019-04-29 10:23:00,13.970,13.960
2019-04-29 10:23:03,13.970,13.960
2019-04-29 10:23:06,13.970,13.960
2019-04-29 10:23:09,13.970,13.960
2019-04-29 10:23:12,13.970,13.960
2019-04-29 10:23:15,13.970,13.960
2019-04-29 10:23:18,13.970,13.960
2019-04-29 10:23:21,13.970,13.960
2019-04-29 10:23:24,13.970,13.960
2019-04-29 10:23:27,13.970,13.960
2019-04-29 10:23:30,13.970,13.960
2019-04-29 10:23:33,13.970,13.960
2019-04-29 10:23:36,13.970,13.960
2019-04-29 10:23:39,13.960,13.950
2019-04-29 10:23:42,13.960,13.950
2019-04-29 10:23:45,13.960,13.950
2019-04-29 10:23:48,13.970,13.950
2019-04-29 10:23:51,13.970,13.960
2019-04-29 10:23:54,13.970,13.960
2019-04-29 10:23:57,13.960,13.950
2019-04-29 10:24:00,13.970,13.960
2019-04-29 10:24:03,13.970,13.960
2019-04-29 10:24:06,13.970,13.960
2019-04-29 10:24:09,13.970,13.960
2019-04-29 10:24:12,13.970,13.960
2019-04-29 10:24:15,13.960,13.950
2019-04-29 10:24:18,13.960,13.950
2019-04-29 10:24:21,13.960,13.950
2019-04-29 10:24:24,13.960,13.950
2019-04-29 10:24:27,13.960,13.950
2019-04-29 10:24:30,13.960,13.950
2019-04-29 10:24:33,13.960,13.950
2019-04-29 10:24:36,13.960,13.950
2019-04-29 10:24:39,13.960,13.950
2019-04-29 10:24:42,13.960,13.950
2019-04-29 10:24:45,13.960,13.950
2019-04-29 10:24:48,13.960,13.950
2019-04-29 10:24:51,13.960,13.950
2019-04-29 10:24:54,13.960,13.950
2019-04-29 10:24:57,13.960,13.950
2019-04-29 10:25:00,13.960,13.950
2019-04-29 10:25:03,13.960,13.950
2019-04-29 10:25:06,13.960,13.950
2019-04-29 10:25:09,13.960,13.950
2019-04-29 10:25:12,13.960,13.950
2019-04-29 10:25:15,13.960,13.950
2019-04-29 10:25:18,13.960,13.950
2019-04-29 10:25:21,13.960,13.950
2019-04-29 10:25:24,13.950,13.940
2019-04-29 10:25:27,13.950,13.940
2019-04-29 10:25:30,13.950,13.940
2019-04-29 10:25:33,13.940,13.930
2019-04-29 10:25:36,13.940,13.930
2019-04-29 10:25:39,13.940,13.930
2019-04-29 10:25:42,13.940,13.930
2019-04-29 10:25:45,13.930,13.920
2019-04-29 10:25:48,13.930,13.920
2019-04-29 10:25:51,13.930,13.920
2019-04-29 10:25:54,13.940,13.920
2019-04-29 10:25:57,13.930,13.920
2019-04-29 10:26:00,13.930,13.920
2019-04-29 10:26:03,13.930,13.920
2019-04-29 10:26:06,13.930,13.920
2019-04-29 10:26:09,13.930,13.920
2019-04-29 10:26:12,13.930,13.920
2019-04-29 10:26:15,13.930,13.920
2019-04-29 10:26:18,13.940,13.920
2019-04-29 10:26:21,13.940,13.930
2019-04-29 10:26:24,13.940,13.930
2019-04-29 10:26:27,13.940,13.930
2019-04-29 10:26:30,13.940,13.930
2019-04-29 10:26:33,13.940,13.920
2019-04-29 10:26:36,13.930,13.920
2019-04-29 10:26:39,13.930,13.920
2019-04-29 10:26:42,13.930,13.920
2019-04-29 10:26:45,13.930,13.920
2019-04-29 10:26:48,13.920,13.910
2019-04-29 10:26:51,13.920,13.910
2019-04-29 10:26:54,13.920,13.910
2019-04-29 10:26:57,13.920,13.910
2019-04-29 10:27:00,13.930,13.920
2019-04-29 10:27:03,13.930,13.920
2019-04-29 10:27:06,13.930,13.920
2019-04-29 10:27:09,13.930,13.920
2019-04-29 10:27:12,13.920,13.910
2019-04-29 10:27:15,13.920,13.910
2019-04-29 10:27:18,13.920,13.910
2019-04-29 10:27:21,13.930,13.920
2019-04-29 10:27:24,13.930,13.920
2019-04-29 10:27:27,13.930,13.920
2019-04-29 10:27:30,13.940,13.920
2019-04-29 10:27:33,13.950,13.940
2019-04-29 10:27:36,13.950,13.940
2019-04-29 10:27:39,13.960,13.950
2019-04-29 10:27:42,13.960,13.950
2019-04-29 10:27:45,13.960,13.950
2019-04-29 10:27:48,13.970,13.960
2019-04-29 10:27:51,13.970,13.960
2019-04-29 10:27:54,13.970,13.960
2019-04-29 10:27:57,13.970,13.960
2019-04-29 10:28:00,13.970,13.960
2019-04-29 10:28:03,13.970,13.930
2019-04-29 10:28:06,13.970,13.930
2019-04-29 10:28:09,13.970,13.960
2019-04-29 10:28:12,13.960,13.940
2019-04-29 10:28:15,13.960,13.930
2019-04-29 10:28:18,13.960,13.930
2019-04-29 10:28:21,13.950,13.930
2019-04-29 10:28:24,13.960,13.950
2019-04-29 10:28:27,13.940,13.930
2019-04-29 10:28:30,13.940,13.930
2019-04-29 10:28:33,13.930,13.920
2019-04-29 10:28:36,13.930,13.920
2019-04-29 10:28:39,13.930,13.920
2019-04-29 10:28:42,13.930,13.920
2019-04-29 10:28:45,13.920,13.910
2019-04-29 10:28:48,13.920,13.910
2019-04-29 10:28:51,13.920,13.910
2019-04-29 10:28:54,13.920,13.910
2019-04-29 10:28:57,13.920,13.910
2019-04-29 10:29:00,13.920,13.910
2019-04-29 10:29:03,13.920,13.910
2019-04-29 10:29:06,13.910,13.900
2019-04-29 10:29:09,13.910,13.900
2019-04-29 10:29:12,13.910,13.900
2019-04-29 10:29:15,13.910,13.900
2019-04-29 10:29:18,13.910,13.900
2019-04-29 10:29:21,13.910,13.900
2019-04-29 10:29:24,13.910,13.900
2019-04-29 10:29:27,13.900,13.890
2019-04-29 10:29:30,13.900,13.890
2019-04-29 10:29:33,13.900,13.890
2019-04-29 10:29:36,13.900,13.890
2019-04-29 10:29:39,13.900,13.890
2019-04-29 10:29:42,13.910,13.900
2019-04-29 10:29:45,13.910,13.900
2019-04-29 10:29:48,13.910,13.900
2019-04-29 10:29:51,13.910,13.900
2019-04-29 10:29:54,13.910,13.900
2019-04-29 10:29:57,13.900,13.890
2019-04-29 10:30:00,13.900,13.890
2019-04-29 10:30:03,13.900,13.890
2019-04-29 10:30:06,13.900,13.890
2019-04-29 10:30:09,13.900,13.890
2019-04-29 10:30:12,13.910,13.890
2019-04-29 10:30:15,13.920,13.900
2019-04-29 10:30:18,13.890,13.880
2019-04-29 10:30:21,13.920,13.900
2019-04-29 10:30:24,13.920,13.900
2019-04-29 10:30:27,13.920,13.910
2019-04-29 10:30:30,13.930,13.920
2019-04-29 10:30:33,13.930,13.920
2019-04-29 10:30:36,13.930,13.920
2019-04-29 10:30:39,13.940,13.930
2019-04-29 10:30:42,13.950,13.940
2019-04-29 10:30:45,13.960,13.950
2019-04-29 10:30:48,13.930,13.920
2019-04-29 10:30:51,13.930,13.920
2019-04-29 10:30:54,13.930,13.920
2019-04-29 10:30:57,13.920,13.910
2019-04-29 10:31:00,13.920,13.910
2019-04-29 10:31:03,13.920,13.910
2019-04-29 10:31:06,13.930,13.920
2019-04-29 10:31:09,13.930,13.920
2019-04-29 10:31:12,13.930,13.920
2019-04-29 10:31:15,13.920,13.910
2019-04-29 10:31:18,13.920,13.910
2019-04-29 10:31:21,13.920,13.910
2019-04-29 10:31:24,13.920,13.910
2019-04-29 10:31:27,13.930,13.920
2019-04-29 10:31:30,13.930,13.910
2019-04-29 10:31:33,13.930,13.920
2019-04-29 10:31:36,13.930,13.920
2019-04-29 10:31:39,13.930,13.920
2019-04-29 10:31:42,13.940,13.920
2019-04-29 10:31:45,13.940,13.930
2019-04-29 10:31:48,13.950,13.940
2019-04-29 10:31:51,13.950,13.940
2019-04-29 10:31:54,13.940,13.930
2019-04-29 10:31:57,13.940,13.930
2019-04-29 10:32:00,13.940,13.930
2019-04-29 10:32:03,13.940,13.930
2019-04-29 10:32:06,13.940,13.930
2019-04-29 10:32:09,13.940,13.930
2019-04-29 10:32:12,13.940,13.930
2019-04-29 10:32:15,13.940,13.930
2019-04-29 10:32:18,13.950,13.940
2019-04-29 10:32:21,13.950,13.940
2019-04-29 10:32:24,13.940,13.930
2019-04-29 10:32:27,13.940,13.930
2019-04-29 10:32:30,13.930,13.920
2019-04-29 10:32:33,13.930,13.920
2019-04-29 10:32:36,13.930,13.920
2019-04-29 10:32:39,13.930,13.920
