日期,CTA净值,中证500,上证50,回撤,日涨跌,,
2017/7/5,2.7126 ,1.0826 ,1.2907 ,0.00%,0.69%,,
2017/7/6,2.7112 ,1.0839 ,1.2936 ,-0.05%,-0.05%,,
2017/7/7,2.7026 ,1.0882 ,1.2884 ,-0.37%,-0.32%,,
2017/7/10,2.6938 ,1.0848 ,1.2917 ,-0.69%,-0.32%,,
2017/7/11,2.7257 ,1.0712 ,1.3021 ,0.00%,1.18%,,
2017/7/12,2.7124 ,1.0719 ,1.2993 ,-0.49%,-0.49%,,
2017/7/13,2.7217 ,1.0749 ,1.3174 ,-0.15%,0.34%,,
2017/7/14,2.7509 ,1.0712 ,1.3286 ,0.00%,1.07%,,
2017/7/17,2.7557 ,1.0271 ,1.3329 ,0.00%,0.18%,,
2017/7/18,2.7896 ,1.0379 ,1.3293 ,0.00%,1.23%,,
2017/7/19,2.8356 ,1.0591 ,1.3463 ,0.00%,1.65%,,
2017/7/20,2.8428 ,1.0660 ,1.3501 ,0.00%,0.26%,,
2017/7/21,2.8649 ,1.0707 ,1.3368 ,0.00%,0.78%,,
2017/7/24,2.8851 ,1.0779 ,1.3445 ,0.00%,0.71%,,
2017/7/25,2.8839 ,1.0755 ,1.3388 ,-0.04%,-0.04%,,
2017/7/26,2.8786 ,1.0743 ,1.3353 ,-0.23%,-0.18%,,
2017/7/27,2.9067 ,1.0808 ,1.3355 ,0.00%,0.98%,,
2017/7/28,2.9332 ,1.0863 ,1.3354 ,0.00%,0.91%,,
2017/7/31,2.9713 ,1.1008 ,1.3363 ,0.00%,1.30%,,
2017/8/1,3.0193 ,1.0988 ,1.3584 ,0.00%,1.61%,,
2017/8/2,3.0247 ,1.0927 ,1.3578 ,0.00%,0.18%,,
2017/8/3,2.9790 ,1.0945 ,1.3404 ,-1.51%,-1.51%,,
2017/8/4,2.9569 ,1.0880 ,1.3310 ,-2.24%,-0.74%,,
2017/8/7,2.9662 ,1.1017 ,1.3343 ,-1.93%,0.31%,,
2017/8/8,2.9667 ,1.1018 ,1.3348 ,-1.92%,0.02%,,
2017/8/9,2.9444 ,1.1081 ,1.3273 ,-2.66%,-0.75%,,
2017/8/10,2.9126 ,1.0992 ,1.3227 ,-3.71%,-1.08%,,
2017/8/11,2.8632 ,1.0769 ,1.3019 ,-5.34%,-1.69%,,
2017/8/14,2.9310 ,1.0998 ,1.3126 ,-3.10%,2.37%,,
2017/8/15,2.9510 ,1.1037 ,1.3196 ,-2.44%,0.68%,,
2017/8/16,2.9353 ,1.1044 ,1.3144 ,-2.96%,-0.53%,,
2017/8/17,2.9606 ,1.1127 ,1.3190 ,-2.12%,0.86%,,
2017/8/18,2.9531 ,1.1095 ,1.3237 ,-2.37%,-0.25%,,
2017/8/21,2.9536 ,1.1193 ,1.3255 ,-2.35%,0.02%,,
2017/8/22,2.9850 ,1.1144 ,1.3390 ,-1.31%,1.06%,,
2017/8/23,3.0064 ,1.1051 ,1.3472 ,-0.60%,0.72%,,
2017/8/24,2.9938 ,1.0974 ,1.3405 ,-1.02%,-0.42%,,
2017/8/25,3.0635 ,1.1092 ,1.3708 ,0.00%,2.33%,,
2017/8/28,3.1065 ,1.1229 ,1.3861 ,0.00%,1.40%,,
2017/8/29,3.1085 ,1.1200 ,1.3874 ,0.00%,0.06%,,
2017/8/30,3.0906 ,1.1279 ,1.3819 ,-0.58%,-0.58%,,
2017/8/31,3.1044 ,1.1309 ,1.3750 ,-0.13%,0.45%,,
2017/9/1,3.1353 ,1.1407 ,1.3727 ,0.00%,1.00%,,
2017/9/4,3.1449 ,1.1474 ,1.3734 ,0.00%,0.31%,,
2017/9/5,3.1548 ,1.1486 ,1.3827 ,0.00%,0.31%,,
2017/9/6,3.1347 ,1.1548 ,1.3749 ,-0.64%,-0.64%,,
2017/9/7,3.1127 ,1.1463 ,1.3635 ,-1.33%,-0.70%,,
2017/9/8,3.1145 ,1.1490 ,1.3609 ,-1.28%,0.06%,,
2017/9/11,3.1662 ,1.1622 ,1.3548 ,0.00%,1.66%,,
2017/9/12,3.1831 ,1.1612 ,1.3638 ,0.00%,0.54%,,
2017/9/13,3.1709 ,1.1683 ,1.3614 ,-0.39%,-0.39%,,
2017/9/14,3.1698 ,1.1662 ,1.3539 ,-0.42%,-0.03%,,
2017/9/15,3.1451 ,1.1574 ,1.3516 ,-1.20%,-0.78%,,
2017/9/18,3.1533 ,1.1657 ,1.3545 ,-0.94%,0.26%,,
2017/9/19,3.1397 ,1.1598 ,1.3528 ,-1.37%,-0.43%,,
2017/9/20,3.1373 ,1.1697 ,1.3487 ,-1.44%,-0.07%,,
2017/9/21,3.1502 ,1.1557 ,1.3552 ,-1.03%,0.41%,,
2017/9/22,3.1479 ,1.1487 ,1.3570 ,-1.11%,-0.07%,,
2017/9/25,3.1455 ,1.1343 ,1.3578 ,-1.18%,-0.07%,,
2017/9/26,3.1662 ,1.1397 ,1.3570 ,-0.53%,0.66%,,
2017/9/27,3.2028 ,1.1506 ,1.3481 ,0.00%,1.16%,,
2017/9/28,3.2069 ,1.1479 ,1.3480 ,0.00%,0.13%,,
2017/9/29,3.2198 ,1.1541 ,1.3536 ,0.00%,0.40%,,
2017/10/9,3.2608 ,1.1672 ,1.3636 ,0.00%,1.27%,,
2017/10/10,3.2567 ,1.1720 ,1.3654 ,-0.13%,-0.13%,,
2017/10/11,3.2285 ,1.1652 ,1.3714 ,-0.99%,-0.87%,,
2017/10/12,3.2385 ,1.1639 ,1.3769 ,-0.69%,0.31%,,
2017/10/13,3.2397 ,1.1727 ,1.3744 ,-0.65%,0.04%,,
2017/10/16,3.2480 ,1.1569 ,1.3811 ,-0.39%,0.26%,,
2017/10/17,3.2398 ,1.1558 ,1.3795 ,-0.65%,-0.25%,,
2017/10/18,3.2642 ,1.1472 ,1.3945 ,0.00%,0.75%,,
2017/10/19,3.2647 ,1.1363 ,1.3960 ,0.00%,0.01%,,
2017/10/20,3.2540 ,1.1486 ,1.3867 ,-0.33%,-0.33%,,
2017/10/23,3.2760 ,1.1558 ,1.3850 ,0.00%,0.68%,,
2017/10/24,3.2683 ,1.1541 ,1.3948 ,-0.23%,-0.23%,,
2017/10/25,3.2666 ,1.1619 ,1.3940 ,-0.29%,-0.05%,,
2017/10/26,3.2770 ,1.1661 ,1.4036 ,0.00%,0.32%,,
2017/10/27,3.3229 ,1.1589 ,1.4255 ,0.00%,1.40%,,
2017/10/30,3.2988 ,1.1381 ,1.4229 ,-0.72%,-0.72%,,
2017/10/31,3.3179 ,1.1466 ,1.4151 ,-0.15%,0.58%,,
2017/11/1,3.3044 ,1.1453 ,1.4129 ,-0.56%,-0.41%,,
2017/11/2,3.3105 ,1.1334 ,1.4153 ,-0.37%,0.18%,,
2017/11/3,3.3064 ,1.1233 ,1.4185 ,-0.49%,-0.12%,,
2017/11/6,3.3064 ,1.1380 ,1.4143 ,-0.49%,0.00%,,
2017/11/7,3.3438 ,1.1451 ,1.4294 ,0.00%,1.13%,,
2017/11/8,3.3395 ,1.1469 ,1.4284 ,-0.13%,-0.13%,,
2017/11/9,3.3689 ,1.1555 ,1.4350 ,0.00%,0.88%,,
2017/11/10,3.3787 ,1.1608 ,1.4498 ,0.00%,0.29%,,
2017/11/13,3.3899 ,1.1660 ,1.4555 ,0.00%,0.33%,,
2017/11/14,3.4209 ,1.1561 ,1.4494 ,0.00%,0.91%,,
2017/11/15,3.4022 ,1.1427 ,1.4436 ,-0.55%,-0.55%,,
2017/11/16,3.4399 ,1.1463 ,1.4585 ,0.00%,1.11%,,
2017/11/17,3.4712 ,1.1119 ,1.4886 ,0.00%,0.91%,,
2017/11/20,3.5064 ,1.1244 ,1.4898 ,0.00%,1.01%,,
2017/11/21,3.5706 ,1.1284 ,1.5131 ,0.00%,1.83%,,
2017/11/22,3.5934 ,1.1255 ,1.5258 ,0.00%,0.64%,,
2017/11/23,3.4994 ,1.0967 ,1.4896 ,-2.62%,-2.62%,,
2017/11/24,3.5090 ,1.0973 ,1.4876 ,-2.35%,0.27%,,
2017/11/27,3.5592 ,1.0827 ,1.4777 ,-0.95%,1.43%,,
2017/11/28,3.6315 ,1.1010 ,1.4675 ,0.00%,2.03%,,
2017/11/29,3.6228 ,1.1043 ,1.4655 ,-0.24%,-0.24%,,
2017/11/30,3.5795 ,1.0947 ,1.4504 ,-1.43%,-1.20%,,
2017/12/1,3.6240 ,1.1040 ,1.4396 ,-0.20%,1.24%,,
2017/12/4,3.6464 ,1.0976 ,1.4494 ,0.00%,0.62%,,
2017/12/5,3.7066 ,1.0719 ,1.4742 ,0.00%,1.65%,,
2017/12/6,3.7262 ,1.0789 ,1.4566 ,0.00%,0.53%,,
2017/12/7,3.6980 ,1.0724 ,1.4430 ,-0.76%,-0.76%,,
2017/12/8,3.7517 ,1.0842 ,1.4514 ,0.00%,1.45%,,
2017/12/11,3.7956 ,1.0987 ,1.4685 ,0.00%,1.17%,,
2017/12/12,3.7278 ,1.0894 ,1.4437 ,-1.79%,-1.79%,,
2017/12/13,3.7579 ,1.0972 ,1.4552 ,-0.99%,0.81%,,
2017/12/14,3.7507 ,1.0983 ,1.4436 ,-1.18%,-0.19%,,
2017/12/15,3.7195 ,1.0899 ,1.4285 ,-2.01%,-0.83%,,
2017/12/18,3.6924 ,1.0836 ,1.4330 ,-2.72%,-0.73%,,
2017/12/19,3.7490 ,1.0926 ,1.4553 ,-1.23%,1.53%,,
2017/12/20,3.7516 ,1.0835 ,1.4586 ,-1.16%,0.07%,,
2017/12/21,3.7810 ,1.0904 ,1.4666 ,-0.38%,0.78%,,
2017/12/22,3.7597 ,1.0911 ,1.4592 ,-0.95%,-0.56%,,
2017/12/25,3.7097 ,1.0811 ,1.4588 ,-2.26%,-1.33%,,
2017/12/26,3.7358 ,1.0872 ,1.4661 ,-1.58%,0.70%,,
2017/12/27,3.6967 ,1.0789 ,1.4383 ,-2.60%,-1.05%,,
2017/12/28,3.7268 ,1.0844 ,1.4482 ,-1.81%,0.81%,,
2017/12/29,3.6808 ,1.0925 ,1.4489 ,-3.02%,-1.24%,,
2018/1/2,3.6626 ,1.1067 ,1.4733 ,-3.50%,-0.49%,,
2018/1/3,3.6507 ,1.1165 ,1.4756 ,-3.82%,-0.33%,,
2018/1/4,3.6430 ,1.1217 ,1.4788 ,-4.02%,-0.21%,,
2018/1/5,3.6380 ,1.1216 ,1.4853 ,-4.15%,-0.14%,,
2018/1/8,3.6270 ,1.1267 ,1.4931 ,-4.44%,-0.30%,,
2018/1/9,3.6260 ,1.1266 ,1.5040 ,-4.47%,-0.03%,,
2018/1/10,3.6469 ,1.1196 ,1.5173 ,-3.92%,0.58%,,
2018/1/11,3.6384 ,1.1231 ,1.5181 ,-4.14%,-0.23%,,
2018/1/12,3.6189 ,1.1185 ,1.5290 ,-4.66%,-0.54%,,
2018/1/15,3.6845 ,1.0930 ,1.5443 ,-2.93%,1.81%,,
2018/1/16,3.7041 ,1.1013 ,1.5519 ,-2.41%,0.53%,,
2018/1/17,3.7042 ,1.0954 ,1.5582 ,-2.41%,0.00%,,
2018/1/18,3.7033 ,1.0988 ,1.5735 ,-2.43%,-0.02%,,
2018/1/19,3.7109 ,1.0963 ,1.5793 ,-2.23%,0.21%,,
2018/1/22,3.6748 ,1.1094 ,1.5856 ,-3.18%,-0.97%,,
2018/1/23,3.6875 ,1.1107 ,1.6090 ,-2.85%,0.35%,,
2018/1/24,3.6869 ,1.1176 ,1.6109 ,-2.86%,-0.02%,,
2018/1/25,3.6862 ,1.1156 ,1.5993 ,-2.88%,-0.02%,,
2018/1/26,3.6798 ,1.1157 ,1.6071 ,-3.05%,-0.17%,,
2018/1/29,3.6948 ,1.1028 ,1.5807 ,-2.66%,0.41%,,
2018/1/30,3.6834 ,1.1035 ,1.5596 ,-2.96%,-0.31%,,
2018/1/31,3.7478 ,1.0818 ,1.5788 ,-1.26%,1.75%,,
2018/2/1,3.8472 ,1.0460 ,1.5911 ,0.00%,2.65%,,
2018/2/2,3.8504 ,1.0495 ,1.5954 ,0.00%,0.08%,,
2018/2/5,3.8498 ,1.0484 ,1.6114 ,-0.02%,-0.02%,,
2018/2/6,3.9656 ,0.9970 ,1.5791 ,0.00%,3.01%,,
2018/2/7,4.0259 ,0.9982 ,1.5346 ,0.00%,1.52%,,
2018/2/8,4.0996 ,1.0079 ,1.4921 ,0.00%,1.83%,,
2018/2/9,4.2882 ,0.9709 ,1.4233 ,0.00%,4.60%,,
2018/2/12,4.3289 ,0.9961 ,1.4209 ,0.00%,0.95%,,
2018/2/13,4.3526 ,1.0027 ,1.4450 ,0.00%,0.55%,,
2018/2/14,4.3388 ,1.0058 ,1.4546 ,-0.32%,-0.32%,,
2018/2/22,4.3805 ,1.0270 ,1.4851 ,0.00%,0.96%,,
2018/2/23,4.3754 ,1.0308 ,1.4979 ,-0.12%,-0.12%,,
2018/2/26,4.3005 ,1.0539 ,1.5063 ,-1.83%,-1.71%,,
2018/2/27,4.2921 ,1.0505 ,1.4826 ,-2.02%,-0.19%,,
2018/2/28,4.2688 ,1.0528 ,1.4581 ,-2.55%,-0.54%,,
2018/3/1,4.2384 ,1.0644 ,1.4645 ,-3.25%,-0.71%,,
2018/3/2,4.2449 ,1.0585 ,1.4508 ,-3.10%,0.15%,,
2018/3/5,4.2406 ,1.0599 ,1.4507 ,-3.19%,-0.10%,,
2018/3/6,4.2441 ,1.0741 ,1.4651 ,-3.11%,0.08%,,
2018/3/7,4.2696 ,1.0638 ,1.4579 ,-2.53%,0.60%,,
2018/3/8,4.2523 ,1.0717 ,1.4680 ,-2.93%,-0.40%,,
2018/3/9,4.2113 ,1.0849 ,1.4731 ,-3.86%,-0.97%,,
2018/3/12,4.1687 ,1.1004 ,1.4738 ,-4.84%,-1.01%,,
2018/3/13,4.1756 ,1.0931 ,1.4605 ,-4.68%,0.17%,,
2018/3/14,4.1883 ,1.0818 ,1.4544 ,-4.39%,0.30%,,
2018/3/15,4.2030 ,1.0802 ,1.4664 ,-4.05%,0.35%,,
2018/3/16,4.2104 ,1.0743 ,1.4541 ,-3.88%,0.18%,,
2018/3/19,4.1944 ,1.0756 ,1.4675 ,-4.25%,-0.38%,,
2018/3/20,4.1976 ,1.0790 ,1.4711 ,-4.18%,0.08%,,
2018/3/21,4.2338 ,1.0713 ,1.4660 ,-3.35%,0.86%,,
2018/3/22,4.2341 ,1.0664 ,1.4520 ,-3.34%,0.01%,,
2018/3/23,4.3234 ,1.0115 ,1.4139 ,-1.30%,2.11%,,
2018/3/26,4.3704 ,1.0317 ,1.3873 ,-0.23%,1.09%,,
2018/3/27,4.3922 ,1.0548 ,1.3917 ,0.00%,0.50%,,
2018/3/28,4.4035 ,1.0440 ,1.3650 ,0.00%,0.26%,,
2018/3/29,4.4346 ,1.0548 ,1.3873 ,0.00%,0.71%,,
2018/3/30,4.4296 ,1.0687 ,1.3788 ,-0.11%,-0.11%,,
2018/4/2,4.4244 ,1.0700 ,1.3734 ,-0.23%,-0.12%,,
2018/4/3,4.4343 ,1.0591 ,1.3662 ,-0.01%,0.23%,,
2018/4/4,4.4561 ,1.0518 ,1.3688 ,0.00%,0.49%,,
2018/4/9,4.4603 ,1.0532 ,1.3756 ,0.00%,0.09%,,
2018/4/10,4.4883 ,1.0598 ,1.4085 ,0.00%,0.63%,,
2018/4/11,4.4812 ,1.0638 ,1.4108 ,-0.16%,-0.16%,,
2018/4/12,4.5014 ,1.0577 ,1.3928 ,0.00%,0.45%,,
2018/4/13,4.5188 ,1.0534 ,1.3810 ,0.00%,0.39%,,
2018/4/16,4.5483 ,1.0508 ,1.3497 ,0.00%,0.65%,,
2018/4/17,4.6111 ,1.0296 ,1.3350 ,0.00%,1.38%,,
2018/4/18,4.6370 ,1.0436 ,1.3442 ,0.00%,0.56%,,
2018/4/19,4.6561 ,1.0495 ,1.3588 ,0.00%,0.41%,,
2018/4/20,4.7035 ,1.0279 ,1.3410 ,0.00%,1.02%,,
2018/4/23,4.7057 ,1.0179 ,1.3498 ,0.00%,0.05%,,
2018/4/24,4.6522 ,1.0412 ,1.3792 ,-1.14%,-1.14%,,
2018/4/25,4.6598 ,1.0416 ,1.3691 ,-0.98%,0.17%,,
2018/4/26,4.6999 ,1.0221 ,1.3504 ,-0.12%,0.86%,,
2018/4/27,4.6896 ,1.0244 ,1.3441 ,-0.34%,-0.22%,,
2018/5/2,4.6838 ,1.0234 ,1.3437 ,-0.47%,-0.12%,,
2018/5/3,4.6504 ,1.0331 ,1.3494 ,-1.18%,-0.71%,,
2018/5/4,4.6435 ,1.0328 ,1.3404 ,-1.32%,-0.15%,,
2018/5/7,4.6062 ,1.0520 ,1.3594 ,-2.11%,-0.80%,,
2018/5/8,4.6270 ,1.0560 ,1.3792 ,-1.67%,0.45%,,
2018/5/9,4.6302 ,1.0538 ,1.3763 ,-1.61%,0.07%,,
2018/5/10,4.6471 ,1.0558 ,1.3825 ,-1.25%,0.37%,,
2018/5/11,4.6713 ,1.0472 ,1.3801 ,-0.73%,0.52%,,
2018/5/14,4.6980 ,1.0430 ,1.3947 ,-0.16%,0.57%,,
2018/5/15,4.6635 ,1.0523 ,1.3934 ,-0.90%,-0.73%,,
2018/5/16,4.6703 ,1.0494 ,1.3761 ,-0.75%,0.15%,,
2018/5/17,4.6819 ,1.0441 ,1.3681 ,-0.51%,0.25%,,
2018/5/18,4.6698 ,1.0478 ,1.3881 ,-0.76%,-0.26%,,
2018/5/21,4.6884 ,1.0613 ,1.3908 ,-0.37%,0.40%,,
2018/5/22,4.6956 ,1.0649 ,1.3818 ,-0.21%,0.15%,,
2018/5/23,4.7335 ,1.0511 ,1.3594 ,0.00%,0.81%,,
2018/5/24,4.7393 ,1.0474 ,1.3502 ,0.00%,0.12%,,
2018/5/25,4.7509 ,1.0343 ,1.3480 ,0.00%,0.24%,,
2018/5/28,4.7678 ,1.0297 ,1.3540 ,0.00%,0.36%,,
2018/5/29,4.7991 ,1.0199 ,1.3491 ,0.00%,0.66%,,
2018/5/30,4.8653 ,0.9932 ,1.3200 ,0.00%,1.38%,,
2018/5/31,4.8884 ,1.0058 ,1.3465 ,0.00%,0.47%,,
2018/6/1,4.8480 ,0.9936 ,1.3409 ,-0.83%,-0.83%,,
2018/6/4,4.8672 ,0.9933 ,1.3649 ,-0.43%,0.40%,,
2018/6/5,4.8425 ,1.0101 ,1.3712 ,-0.94%,-0.51%,,
2018/6/6,4.8372 ,1.0092 ,1.3637 ,-1.05%,-0.11%,,
2018/6/7,4.8412 ,1.0029 ,1.3652 ,-0.97%,0.08%,,
2018/6/8,4.8052 ,0.9909 ,1.3433 ,-1.70%,-0.74%,,
2018/6/11,4.8329 ,0.9844 ,1.3476 ,-1.14%,0.58%,,
2018/6/12,4.8075 ,0.9951 ,1.3614 ,-1.66%,-0.53%,,
2018/6/13,4.8057 ,0.9800 ,1.3532 ,-1.69%,-0.04%,,
2018/6/14,4.8175 ,0.9765 ,1.3531 ,-1.45%,0.25%,,
2018/6/15,4.8871 ,0.9585 ,1.3514 ,-0.03%,1.44%,,
2018/6/19,5.0885 ,0.8987 ,1.3169 ,0.00%,4.12%,,
2018/6/20,5.1047 ,0.9086 ,1.3161 ,0.00%,0.32%,,
2018/6/21,5.0732 ,0.8895 ,1.3064 ,-0.62%,-0.62%,,
2018/6/22,5.0597 ,0.9019 ,1.3087 ,-0.88%,-0.27%,,
2018/6/25,5.0690 ,0.8958 ,1.2848 ,-0.70%,0.18%,,
2018/6/26,5.0236 ,0.9019 ,1.2697 ,-1.59%,-0.90%,,
2018/6/27,5.0379 ,0.8930 ,1.2423 ,-1.31%,0.29%,,
2018/6/28,5.0746 ,0.8835 ,1.2284 ,-0.59%,0.73%,,
2018/6/29,5.0101 ,0.9120 ,1.2561 ,-1.85%,-1.27%,,
2018/7/2,5.0057 ,0.8982 ,1.2088 ,-1.94%,-0.09%,,
2018/7/3,4.9639 ,0.9084 ,1.2101 ,-2.76%,-0.83%,,
2018/7/4,4.9860 ,0.8951 ,1.1997 ,-2.32%,0.45%,,
2018/7/5,4.9457 ,0.8709 ,1.2027 ,-3.12%,-0.81%,,
2018/7/6,4.9478 ,0.8733 ,1.2170 ,-3.07%,0.04%,,
2018/7/9,5.0196 ,0.8927 ,1.2518 ,-1.67%,1.45%,,
2018/7/10,5.0150 ,0.8978 ,1.2517 ,-1.76%,-0.09%,,
2018/7/11,4.9564 ,0.8802 ,1.2320 ,-2.90%,-1.17%,,
2018/7/12,5.0252 ,0.9040 ,1.2535 ,-1.56%,1.39%,,
2018/7/13,5.0210 ,0.9096 ,1.2546 ,-1.64%,-0.08%,,
2018/7/16,5.0373 ,0.9080 ,1.2404 ,-1.32%,0.33%,,
2018/7/17,5.0489 ,0.9082 ,1.2311 ,-1.09%,0.23%,,
2018/7/18,5.0612 ,0.9013 ,1.2262 ,-0.85%,0.24%,,
2018/7/19,5.0937 ,0.8934 ,1.2289 ,-0.22%,0.64%,,
2018/7/20,5.1251 ,0.9045 ,1.2632 ,0.00%,0.62%,,
2018/7/23,5.1010 ,0.9113 ,1.2799 ,-0.47%,-0.47%,,
2018/7/24,5.1453 ,0.9271 ,1.2985 ,0.00%,0.87%,,
2018/7/25,5.1466 ,0.9278 ,1.2986 ,0.00%,0.03%,,
2018/7/26,5.1356 ,0.9217 ,1.2820 ,-0.22%,-0.22%,,
2018/7/27,5.1409 ,0.9175 ,1.2790 ,-0.11%,0.10%,,
2018/7/30,5.2126 ,0.9063 ,1.2872 ,0.00%,1.39%,,
2018/7/31,5.2047 ,0.9069 ,1.2892 ,-0.15%,-0.15%,,
2018/8/1,5.2873 ,0.8923 ,1.2614 ,0.00%,1.59%,,
2018/8/2,5.3410 ,0.8732 ,1.2361 ,0.00%,1.02%,,
2018/8/3,5.3352 ,0.8616 ,1.2225 ,-0.11%,-0.11%,,
2018/8/6,5.2554 ,0.8434 ,1.2190 ,-1.60%,-1.50%,,
2018/8/7,5.1930 ,0.8664 ,1.2561 ,-2.77%,-1.19%,,
2018/8/8,5.2306 ,0.8530 ,1.2395 ,-2.07%,0.72%,,
2018/8/9,5.1619 ,0.8747 ,1.2687 ,-3.35%,-1.31%,,
2018/8/10,5.1895 ,0.8792 ,1.2679 ,-2.84%,0.53%,,
2018/8/13,5.1930 ,0.8836 ,1.2554 ,-2.77%,0.07%,,
2018/8/14,5.1892 ,0.8805 ,1.2507 ,-2.84%,-0.07%,,
2018/8/15,5.2524 ,0.8622 ,1.2201 ,-1.66%,1.22%,,
2018/8/16,5.2147 ,0.8544 ,1.2183 ,-2.37%,-0.72%,,
2018/8/17,5.2318 ,0.8395 ,1.2026 ,-2.04%,0.33%,,
2018/8/20,5.2311 ,0.8446 ,1.2203 ,-2.06%,-0.02%,,
2018/8/21,5.2438 ,0.8550 ,1.2422 ,-1.82%,0.24%,,
2018/8/22,5.2484 ,0.8454 ,1.2411 ,-1.73%,0.09%,,
2018/8/23,5.2340 ,0.8501 ,1.2466 ,-2.00%,-0.27%,,
2018/8/24,5.2276 ,0.8481 ,1.2521 ,-2.12%,-0.12%,,
2018/8/27,5.1508 ,0.8669 ,1.2776 ,-3.56%,-1.47%,,
2018/8/28,5.1591 ,0.8694 ,1.2720 ,-3.41%,0.16%,,
2018/8/29,5.1647 ,0.8638 ,1.2681 ,-3.30%,0.11%,,
2018/8/30,5.1330 ,0.8507 ,1.2558 ,-3.90%,-0.61%,,
2018/8/31,5.1756 ,0.8415 ,1.2534 ,-3.10%,0.83%,,
2018/9/3,5.1364 ,0.8457 ,1.2490 ,-3.83%,-0.76%,,
2018/9/4,5.1754 ,0.8547 ,1.2665 ,-3.10%,0.76%,,
2018/9/5,5.2512 ,0.8416 ,1.2365 ,-1.68%,1.46%,,
2018/9/6,5.2308 ,0.8378 ,1.2238 ,-2.06%,-0.39%,,
2018/9/7,5.2323 ,0.8375 ,1.2347 ,-2.04%,0.03%,,
2018/9/10,5.2665 ,0.8223 ,1.2225 ,-1.39%,0.65%,,
2018/9/11,5.2256 ,0.8220 ,1.2150 ,-2.16%,-0.78%,,
2018/9/12,5.2462 ,0.8204 ,1.2062 ,-1.77%,0.39%,,
2018/9/13,5.1874 ,0.8252 ,1.2234 ,-2.88%,-1.12%,,
2018/9/14,5.1587 ,0.8162 ,1.2285 ,-3.41%,-0.55%,,
2018/9/17,5.2143 ,0.8044 ,1.2156 ,-2.37%,1.08%,,
2018/9/18,5.1276 ,0.8186 ,1.2454 ,-4.00%,-1.66%,,
2018/9/19,5.1863 ,0.8279 ,1.2598 ,-2.90%,1.15%,,
2018/9/20,5.1746 ,0.8273 ,1.2599 ,-3.11%,-0.22%,,
2018/9/21,5.2215 ,0.8399 ,1.3036 ,-2.24%,0.91%,,
2018/9/25,5.1834 ,0.8376 ,1.2905 ,-2.95%,-0.73%,,
2018/9/26,5.1834 ,0.8417 ,1.3082 ,-2.95%,0.00%,,
2018/9/27,5.1917 ,0.8311 ,1.3045 ,-2.80%,0.16%,,
2018/9/28,5.1881 ,0.8391 ,1.3203 ,-2.86%,-0.07%,,
2018/10/8,5.3663 ,0.8121 ,1.2596 ,0.00%,3.44%,,
2018/10/9,5.3664 ,0.8101 ,1.2621 ,0.00%,0.00%,,
2018/10/10,5.3544 ,0.8092 ,1.2633 ,-0.22%,-0.22%,,
2018/10/11,5.7941 ,0.7529 ,1.2108 ,0.00%,8.21%,,
2018/10/12,5.7277 ,0.7477 ,1.2380 ,-1.15%,-1.15%,,
2018/10/15,5.7760 ,0.7339 ,1.2220 ,-0.31%,0.84%,,
2018/10/16,5.7999 ,0.7165 ,1.2235 ,0.00%,0.41%,,
2018/10/17,5.8167 ,0.7224 ,1.2305 ,0.00%,0.29%,,
2018/10/18,5.7583 ,0.7023 ,1.2000 ,-1.00%,-1.00%,,
2018/10/19,5.6509 ,0.7215 ,1.2391 ,-2.85%,-1.86%,,
2018/10/22,5.8321 ,0.7573 ,1.2867 ,0.00%,3.21%,,
2018/10/23,5.7818 ,0.7434 ,1.2485 ,-0.86%,-0.86%,,
2018/10/24,5.7578 ,0.7420 ,1.2549 ,-1.27%,-0.42%,,
2018/10/25,5.7463 ,0.7401 ,1.2588 ,-1.47%,-0.20%,,
2018/10/26,5.7618 ,0.7400 ,1.2506 ,-1.21%,0.27%,,
2018/10/29,5.8227 ,0.7275 ,1.2104 ,-0.16%,1.06%,,
2018/10/30,5.8098 ,0.7349 ,1.2236 ,-0.38%,-0.22%,,
2018/10/31,5.8098 ,0.7468 ,1.2416 ,-0.38%,0.00%,,
2018/11/1,5.8250 ,0.7514 ,1.2461 ,-0.12%,0.26%,,
2018/11/2,5.6127 ,0.7757 ,1.2880 ,-3.76%,-3.64%,,
2018/11/5,5.6343 ,0.7762 ,1.2722 ,-3.39%,0.38%,,
2018/11/6,5.6380 ,0.7757 ,1.2661 ,-3.33%,0.07%,,
2018/11/7,5.6001 ,0.7757 ,1.2661 ,-3.98%,-0.67%,,
2018/11/8,5.6224 ,0.7659 ,1.2592 ,-3.60%,0.40%,,
2018/11/9,5.5927 ,0.7635 ,1.2330 ,-4.10%,-0.53%,,
2018/11/12,5.4842 ,0.7833 ,1.2384 ,-5.96%,-1.94%,,
2018/11/13,5.5195 ,0.7976 ,1.2476 ,-5.36%,0.64%,,
2018/11/14,5.4960 ,0.7945 ,1.2308 ,-5.76%,-0.43%,,
2018/11/15,5.5395 ,0.8075 ,1.2456 ,-5.02%,0.79%,,
2018/11/16,5.5663 ,0.8143 ,1.2468 ,-4.56%,0.48%,,
2018/11/19,5.5418 ,0.8164 ,1.2623 ,-4.98%,-0.44%,,
2018/11/20,5.4759 ,0.7931 ,1.2394 ,-6.11%,-1.19%,,
2018/11/21,5.4843 ,0.7961 ,1.2416 ,-5.96%,0.15%,,
