日期,CTA净值,中证500,上证50,回撤,日涨跌,,
2018/11/22,5.4953 ,0.7955 ,1.2347 ,-5.77%,0.20%,,
2018/11/23,5.5745 ,0.7646 ,1.2153 ,-4.42%,1.44%,,
2018/11/26,5.5605 ,0.7633 ,1.2166 ,-4.66%,-0.25%,,
2018/11/27,5.5254 ,0.7669 ,1.2128 ,-5.26%,-0.63%,,
2018/11/28,5.5607 ,0.7763 ,1.2264 ,-4.65%,0.64%,,
2018/11/29,5.5162 ,0.7595 ,1.2166 ,-5.42%,-0.80%,,
2018/11/30,5.5367 ,0.7650 ,1.2299 ,-5.06%,0.37%,,
2018/12/3,5.4447 ,0.7892 ,1.2603 ,-6.64%,-1.66%,,
2018/12/4,5.4099 ,0.7928 ,1.2644 ,-7.24%,-0.64%,,
2018/12/5,5.4366 ,0.7870 ,1.2571 ,-6.78%,0.49%,,
2018/12/6,5.4863 ,0.7710 ,1.2331 ,-5.93%,0.91%,,
2018/12/7,5.4877 ,0.7709 ,1.2312 ,-5.90%,0.03%,,
2018/12/10,5.5186 ,0.7619 ,1.2200 ,-5.38%,0.56%,,
2018/12/11,5.4864 ,0.7683 ,1.2236 ,-5.93%,-0.58%,,
2018/12/12,5.4768 ,0.7679 ,1.2275 ,-6.09%,-0.18%,,
2018/12/13,5.4402 ,0.7766 ,1.2450 ,-6.72%,-0.67%,,
2018/12/14,5.5637 ,0.7580 ,1.2275 ,-4.60%,2.27%,,
2018/12/17,5.5583 ,0.7569 ,1.2288 ,-4.69%,-0.10%,,
2018/12/18,5.5751 ,0.7528 ,1.2146 ,-4.41%,0.30%,,
2018/12/19,5.6134 ,0.7424 ,1.2002 ,-3.75%,0.69%,,
2018/12/20,5.5949 ,0.7445 ,1.1827 ,-4.07%,-0.33%,,
2018/12/21,5.6125 ,0.7395 ,1.1681 ,-3.76%,0.31%,,
2018/12/24,5.6452 ,0.7471 ,1.1697 ,-3.20%,0.58%,,
2018/12/25,5.5659 ,0.7385 ,1.1637 ,-4.56%,-1.41%,,
2018/12/26,5.5700 ,0.7355 ,1.1557 ,-4.49%,0.07%,,
2018/12/27,5.6085 ,0.7273 ,1.1529 ,-3.83%,0.69%,,
2018/12/28,5.6157 ,0.7285 ,1.1615 ,-3.71%,0.13%,,
2019/1/2,5.6400 ,0.7222 ,1.1462 ,-3.29%,0.43%,,
2019/1/3,5.6400 ,0.7188 ,1.1494 ,-3.29%,0.00%,,
2019/1/4,5.5728 ,0.7360 ,1.1724 ,-4.45%,-1.19%,,
2019/1/7,5.6061 ,0.7495 ,1.1723 ,-3.87%,0.60%,,
2019/1/8,5.6087 ,0.7476 ,1.1676 ,-3.83%,0.05%,,
2019/1/9,5.6154 ,0.7496 ,1.1816 ,-3.72%,0.12%,,
2019/1/10,5.6132 ,0.7484 ,1.1811 ,-3.75%,-0.04%,,
2019/1/11,5.5749 ,0.7542 ,1.1926 ,-4.41%,-0.68%,,
2019/1/14,5.5979 ,0.7492 ,1.1808 ,-4.01%,0.41%,,
2019/1/15,5.5371 ,0.7598 ,1.2047 ,-5.06%,-1.09%,,
2019/1/16,5.5367 ,0.7580 ,1.2061 ,-5.07%,-0.01%,,
2019/1/17,5.5594 ,0.7522 ,1.2011 ,-4.68%,0.41%,,
2019/1/18,5.5302 ,0.7599 ,1.2245 ,-5.18%,-0.52%,,
2019/1/21,5.5564 ,0.7644 ,1.2321 ,-4.73%,0.47%,,
2019/1/22,5.6172 ,0.7530 ,1.2163 ,-3.68%,1.09%,,
2019/1/23,5.6188 ,0.7543 ,1.2142 ,-3.66%,0.03%,,
2019/1/24,5.5877 ,0.7582 ,1.2215 ,-4.19%,-0.55%,,
2019/1/25,5.5995 ,0.7548 ,1.2368 ,-3.99%,0.21%,,
2019/1/28,5.6126 ,0.7528 ,1.2344 ,-3.76%,0.23%,,
2019/1/29,5.6432 ,0.7436 ,1.2440 ,-3.24%,0.54%,,
2019/1/30,5.6718 ,0.7361 ,1.2359 ,-2.75%,0.51%,,
2019/1/31,5.6766 ,0.7300 ,1.2579 ,-2.67%,0.08%,,
2019/2/1,5.7462 ,0.7506 ,1.2661 ,-1.47%,1.23%,,
2019/2/11,5.8169 ,0.7695 ,1.2802 ,-0.26%,1.23%,,
2019/2/12,5.8226 ,0.7759 ,1.2831 ,-0.16%,0.10%,,
2019/2/13,5.8107 ,0.7887 ,1.3071 ,-0.37%,-0.20%,,
2019/2/14,5.8081 ,0.7921 ,1.3050 ,-0.41%,-0.04%,,
2019/2/15,5.8537 ,0.7870 ,1.2752 ,0.00%,0.78%,,
2019/2/18,5.8282 ,0.8146 ,1.3083 ,-0.44%,-0.44%,,
2019/2/19,5.8240 ,0.8157 ,1.3064 ,-0.51%,-0.07%,,
2019/2/20,5.8331 ,0.8158 ,1.3110 ,-0.35%,0.16%,,
2019/2/21,5.8340 ,0.8143 ,1.3054 ,-0.34%,0.01%,,
2019/2/22,5.8875 ,0.8350 ,1.3287 ,0.00%,0.92%,,
2019/2/25,5.9811 ,0.8816 ,1.4120 ,0.00%,1.59%,,
2019/2/26,5.9722 ,0.8806 ,1.3848 ,-0.15%,-0.15%,,
2019/2/27,5.9498 ,0.8770 ,1.3931 ,-0.52%,-0.37%,,
2019/2/28,5.9642 ,0.8783 ,1.3899 ,-0.28%,0.24%,,
2019/3/1,5.9190 ,0.8856 ,1.4281 ,-1.04%,-0.76%,,
2019/3/4,5.9377 ,0.9016 ,1.4348 ,-0.73%,0.32%,,
2019/3/5,6.0982 ,0.9255 ,1.4329 ,0.00%,2.70%,,
2019/3/6,6.1907 ,0.9421 ,1.4387 ,0.00%,1.52%,,
2019/3/7,6.2301 ,0.9541 ,1.4131 ,0.00%,0.64%,,
2019/3/8,6.0709 ,0.9168 ,1.3603 ,-2.56%,-2.56%,,
2019/3/11,6.1635 ,0.9537 ,1.3720 ,-1.07%,1.52%,,
2019/3/12,6.2835 ,0.9702 ,1.3776 ,0.00%,1.95%,,
2019/3/13,6.1715 ,0.9482 ,1.3798 ,-1.78%,-1.78%,,
2019/3/14,6.1012 ,0.9261 ,1.3824 ,-2.90%,-1.14%,,
2019/3/15,6.1339 ,0.9366 ,1.3959 ,-2.38%,0.54%,,
2019/3/18,6.2181 ,0.9615 ,1.4310 ,-1.04%,1.37%,,
2019/3/19,6.1935 ,0.9652 ,1.4218 ,-1.43%,-0.40%,,
2019/3/20,6.2070 ,0.9640 ,1.4248 ,-1.22%,0.22%,,
2019/3/21,6.2624 ,0.9769 ,1.4198 ,-0.34%,0.89%,,
2019/3/22,6.3061 ,0.9826 ,1.4159 ,0.00%,0.70%,,
2019/3/25,6.3558 ,0.9700 ,1.3768 ,0.00%,0.79%,,
2019/3/26,6.3332 ,0.9429 ,1.3707 ,-0.36%,-0.36%,,
2019/3/27,6.3594 ,0.9522 ,1.3887 ,0.00%,0.41%,,
2019/3/28,6.3128 ,0.9386 ,1.3848 ,-0.73%,-0.73%,,
2019/3/29,6.2346 ,0.9696 ,1.4378 ,-1.96%,-1.24%,,
2019/4/1,6.5466 ,1.0064 ,1.4652 ,0.00%,5.01%,,
2019/4/2,6.5211 ,1.0094 ,1.4631 ,-0.39%,-0.39%,,
2019/4/3,6.5654 ,1.0200 ,1.4791 ,0.00%,0.68%,,
2019/4/4,6.5477 ,1.0262 ,1.4953 ,-0.27%,-0.27%,,
